username,twhandle,postdate,content,responding,reply,retweet,like 
Ulak News,@ulaknews,2021-08-02T04:56:07.000Z,12 yıldaki memur maaş zammı enflasyonla başa baş oldu... https://ulak.news/haber_12-yildaki-memur-maas-zammi-enfl_haberturk_3149975.html… --- #sondakika #haber #sondakikahaber #haberler,"12 yıldaki memur maaş zammı enflasyonla başa baş oldu
Yaklaşık 3.6 milyon memur ve 2.4 milyon memur emeklisi olmak üzere toplam 6 milyon kişiyi ilgilendiren kamu çalışanlarının toplu sözleşme görüşmeleri bugün başlıyor. Kamu çalışanlarına 2021 Temmuz...
ulak.news",,,
World News UK,@kralfmlondra,2021-08-02T04:50:32.000Z,Boris Johnson faces Tory backbench revolt as summer holidays at 'last chance saloon' http://dlvr.it/S4sLpL #haber #news #england,"Boris Johnson faces Tory backbench revolt as summer holidays at 'last chance saloon'
BORIS Johnson is facing a growing Tory revolt over Government plans to introduce an amber travel watchlist, amid fears such a move could cause holiday bookings to collapse.
news.turkish.co.uk",,,
Son Dakika Haber Video,@Haber__Video,2021-08-02T04:41:13.000Z,"#sondakika #haber #güncel #gündem

#Kayseri'de nişan töreni sırasında davetlilerin üzerine balkon çöktü.

Kayseri'nin #Yahyalı ilçesinde nişan töreni sırasında çöken ahşap balkondaki 13 kişi yaralandı.

Linke Tıkla Video İzle
https://youtu.be/5wYrGGWJ5rU",,,,
Ulak News,@ulaknews,2021-08-02T04:40:17.000Z,Orman yangınlarında 6'ncı gün! Söndürme çalışmaları 7 noktada sürüyor... https://ulak.news/haber_orman-yanginlarinda-6nci-gun-son_haberturk_3150267.html… --- #sondakika #haber #sondakikahaber #haberler,"Orman yangınlarında 6'ncı gün! Söndürme çalışmaları 7 noktada sürüyor
Türkiye'yi saran yangınları 6'ncı günde de söndürme çalışmaları devam ediyor. Şu anada kadar 119 yangın söndürülürken, 7 yangın devam ediyor. Muğla'nın Bodrum ilçesinde Gökpınar, Yukarı ve Aşağı Mazı...
ulak.news",,,
Magazincir,@magazincir,2021-08-02T04:37:19.000Z,"Aleyna Tilki, 'Konserimin geliri ile Şahin Akdemir adına hatıra ormanı yaptıracağım.'

https://youtu.be/C71PjL100-g

#AleynaTilki #ŞahinAkdemir #HatıraOrmanı #Haber #Magazin","Aleyna Tilki - Konserin Geliri İle Hatıra Ormanı Yaptıracağım
Aleyna Tilki, Vadi İstanbul'da sahne aldı.Seyirciyi selamlayan Aleyna Tilki, “Sahnede olmayı, size şarkı söylemeyi çok özledim, müzik hiç susmasın ve müzik h...
youtube.com",,,
Magazincir,@magazincir,2021-08-02T04:35:16.000Z,"Tuğba Özay, kendisine gelen eleştrilere öfke püskürdü....

https://youtu.be/XoDx_qRu-vk

#TuğbaÖzay #Magazin #Gündem #Haber","Tuğba Özay, Kendisine Gelen Eleştrilere Öfke Püskürdü
Tuğba Özay, kendisine gelen sert eleştirilere öfke püskürdü.#TuğbaÖzay#Yangın#SondakikaBizi Takip Edin;www.magazincir.comİnstagram.com/MagazincirTwitter.com/...
youtube.com",,,
Ulak News,@ulaknews,2021-08-02T04:32:07.000Z,Millet İttifakı aday gösterirse Cumhurbaşkanı olurum... https://ulak.news/haber_millet-ittifaki-aday-gosterirse-_sozcu_6569504.html… --- #sondakika #haber #sondakikahaber #haberler,"Millet İttifakı aday gösterirse Cumhurbaşkanı olurum
Türkiye günlerdir ülkenin bir ucundan öbür ucuna arka arkaya çıkan yangınlarla mücadele ediyor. Altı vatandaşımız hayatını kaybettik, yüzden fazla orman yangınında sayısız ağaç kül oldu, binlerce...
ulak.news",,,
Ulak News,@ulaknews,2021-08-02T04:26:07.000Z,Sadece 22 taşıt için 27.6 milyon TL... https://ulak.news/haber_sadece-22-tasit-icin-276-milyon-_sozcu_6569593.html… --- #sondakika #haber #sondakikahaber #haberler,"Sadece 22 taşıt için 27.6 milyon TL
Yıllardır yangın söndürme uçaklarına kaynak ayrılmadığı yurdun dört bir yanını saran orman yangınlarıyla bir kez daha anlaşılırken, iktidarın sıra taşıt ve makam araçlarına gelince kesenin ağzını...
ulak.news",,,
peyvend,@peyvend4,2021-08-02T04:25:17.000Z,"Bu haftaki röportajım 
@sagkaldernegi
 Yönetim Kurulu Başkanı Genel Cerrahi Uzmanı @cuneyt_tugrul  
@yenigun_tv
 @gztyngn
 #bugün #iyihaftalar #pazartesi #sağkal #cüneyttuğrul #haber #röportaj",,,,1
Ulak News,@ulaknews,2021-08-02T04:24:07.000Z,Muhalefet ret oyu vermemiş: Orman ve kıyıların yağmalanmasının önü açıldı... https://ulak.news/haber_muhalefet-ret-oyu-vermemis-orman_diken_986424.html… --- #sondakika #haber #sondakikahaber #haberler,"Muhalefet ret oyu vermemiş: Orman ve kıyıların yağmalanmasının önü açıldı
17 Temmuz’da Meclis’ten geçen ‘Turizmi Teşvik Kanunu’ ile bazı Kanunlarda Değişiklik Yapılmasına Dair Kanun’ oylamasına muhalefet partilerinden çoğu isimin katılmadığı ortaya çıktı. Kanun ile orman...
ulak.news",,,
Ulak News,@ulaknews,2021-08-02T04:22:08.000Z,Suriyeliler sanayide değil para kuyruğundalar... https://ulak.news/haber_suriyeliler-sanayide-degil-para-_sozcu_6569511.html… --- #sondakika #haber #sondakikahaber #haberler,"Suriyeliler sanayide değil para kuyruğundalar
CHP Gaziantep Milletvekili Bayram Yılmazkaya, seçim bölgesinde yaşayan Suriyelilerin yardım parası almak için banka önünde kuyruk oluşturduğu görüntüleri paylaştı. Yılmazkaya, “40-50 yıllık sanayi ve...
ulak.news",1,,1
Talas Express Haber,@TalasExpress,2021-08-02T03:28:33.000Z,Buğday ekili 8 dekarlık alan kül oldu https://talasexpresshaber.com/haber/bugday-ekili-8-dekarlik-alan-kul-oldu-507639… #haber #sondakika #gündem,"Buğday ekili 8 dekarlık alan kül oldu
KÜTAHYA'DA BUĞDAY EKİLİ 8 DEKARLIK ALAN KÜL OLDU
talasexpresshaber.com",,,
Yayla Haber Gazetesi,@YaylaHaber,2021-08-02T03:21:32.000Z,"Milas’ın Beyciler Mahallesi’nde başlayan orman yangını, Bodrum’a sıçradı. Bodrum’un Mazı Mahallesi boşaltılıyor. https://yaylahaber.com.tr/son-dakika/milasta-baslayan-yangin-bodruma-sicradi-h131657.html?utm_source=dlvr.it&utm_medium=twitter… #Çorum #yaylahaber #haber","Milas’ta başlayan yangın Bodrum’a sıçradı
Milas’ın Beyciler Mahallesi’nde başlayan orman yangını, Bodrum’a sıçradı. Bodrum’un Mazı Mahallesi boşaltılıyor.
yaylahaber.com.tr",,,
Yayla Haber Gazetesi,@YaylaHaber,2021-08-02T03:15:02.000Z,"Marmaris’te orman yangınlarının yaşandığı bölgede inceleme yapan Tarım ve Orman Bakanı Bekir Pakdemirli, yangınlardaki son durumla ilgili açıklama yaptı. Pakdemirli, “28 Temmuz-1 Ağustos arasında 125 yangın çıkmıştır. 117 yangın… https://yaylahaber.com.tr/guncel/125-yangindan-117-si-kontrol-altina-alindi-8-noktada-yangin-h131656.html?utm_source=dlvr.it&utm_medium=twitter… #Çorum #yaylahaber #haber","125 yangından 117'si kontrol altına alındı, 8 noktada yangın devam ediyor
Marmaris’te orman yangınlarının yaşandığı bölgede inceleme yapan Tarım ve Orman Bakanı Bekir Pakdemirli, yangınlardaki son durumla ilgili açıklama yaptı. Pakdemirli, “28 Temmuz-1 Ağustos arasında 125...
yaylahaber.com.tr",,,
Ulak News,@ulaknews,2021-08-02T03:12:07.000Z,"İskenderun'da 4 yıl önce babasını öldüren şahıs, bu defa kardeşini öldürdü... https://ulak.news/haber_iskenderunda-4-yil-once-babasini_haberturk_3150260.html… --- #sondakika #haber #sondakikahaber #haberler","İskenderun'da 4 yıl önce babasını öldüren şahıs, bu defa kardeşini öldürdü
Hatay'ın İskenderun ilçesinde, Ramazan Sinan Gezici (49), tartıştığı kardeşi Doğan Gezici (47) tarafından av tüfeğiyle vurularak öldürüldü. Doğan Gezici´nin, 2017 yılında babası Yahya Gezici'yi (74)...
ulak.news",,,
Yemlee | Haber Arama Motoru,@Yemlee2,2021-08-02T03:12:06.000Z,Emre Mor Trabzon Yolunda https://yemlee.com/emre-mor-trabzon-yolunda-282646.html?utm_source=dlvr.it&utm_medium=twitter… #Haber #AramaMotoru #Yemlee,"Emre Mor Trabzon Yolunda
Süper Lig'de bir dönem Galatasaray forması giyen Emre Mor Trabzonspor yolunda. Abdullah Avcı'dan genç yıldız için onay çıktı.
yemlee.com",,,
MAVİ KELEBEKLER,@budunyadaiyilik,2021-08-02T03:00:03.000Z,"@SaadetOzkanEfe
 @yucelceylancom
 @ucimorgtr
 #ÇocuğunBeyanıEsastır
#SusmayınÇocuklarKonuşun #güçlüucimgüçlüçocuklar
#Ucim #Ucimorgtr #saadetöğretmen #yücelceylan #Çocuklarvatandır
#çocuklarkonuşacakucimyanlarındaolacak #Türkiyeçocuğunasahipçık #Türkiye #Susamam #haber #sondakika","Quote Tweet
Saadet Özkan
@SaadetOzkanEfe
 · Aug 1
Şimdi 2020'nin adalet istatistiklerini okudum 13 milyon kişi şüpheli, 4 milyon sanık . Bu ifadeler rakam değil milyonlarca  insanın  hayatı.  #adaletistatistikleri #dörtmilyonsanık",,,1
Yayla Haber Gazetesi,@YaylaHaber,2021-08-02T02:51:03.000Z,"1 Ağustos Türkiye'nin güncel koronavirüs verileri açıklandı. Koronavirüs nedeniyle son 24 saatte 96 kişi hayatını kaybetti, yeni vaka sayısı ise 20 bin 890 oldu. En yüksek aşılama oranına sahip iller ise Muğla, Çanakkale,… https://yaylahaber.com.tr/saglik/can-kaybinda-10-haziran-dan-bu-yana-en-yuksek-sayi-h131655.html?utm_source=dlvr.it&utm_medium=twitter… #Çorum #yaylahaber #haber","Can kaybında 10 Haziran'dan bu yana en yüksek sayı
1 Ağustos Türkiye'nin güncel koronavirüs verileri açıklandı. Koronavirüs nedeniyle son 24 saatte 96 kişi hayatını kaybetti, yeni vaka sayısı ise 20 bin 890 oldu. En yüksek aşılama oranına sahip iller...
yaylahaber.com.tr",,,
World News UK,@kralfmlondra,2021-08-02T02:38:32.000Z,William and Kate avoid pitfall that made Charles 'feel low' and overshadowed Diana http://dlvr.it/S4s8M1 #haber #news #england,"William and Kate avoid pitfall that made Charles 'feel low' and overshadowed Diana
PRINCE WILLIAM and Kate, Duchess of Cambridge, have avoided the pitfall of jealousy which plagued relations between Charles and Diana, according to royal insiders.
news.turkish.co.uk",,,
olay.com.tr,@OlayHaber_Bursa,2021-08-02T01:00:41.000Z,"İşverenlerimiz ve bağımsız çalışanlar açısından çok önemli iki düzenleme

https://olay.com.tr/isverenlerimiz-ve-bagimsiz-calisanlar-acisindan-cok-onemli-iki-duzenleme-826486… #haber #sondakika #Ekonomi",,,,
Talas Express Haber,@TalasExpress,2021-08-02T01:00:34.000Z,Sarıyerde yarışan iki otomobil zincirleme kazaya neden oldu: 6 yaralı https://talasexpresshaber.com/haber/sariyerde-yarisan-iki-otomobil-zincirleme-kazaya-neden-oldu-6-yarali-507636… #haber #sondakika #gündem,"Sarıyerde yarışan iki otomobil zincirleme kazaya neden oldu: 6 yaralı
SARIYER’DE İDDİALARA GÖRE SÜRATLİ ŞEKİLDE YARIŞAN İKİ OTOMOBİL, ZİNCİRLEME KAZAYA NEDEN OLDU. 6 OTOMOBİLİN KARIŞTIĞI KAZADA YARIŞAN OTOMOBİL SÜRÜCÜLERİ KAYIPLARA KARIŞIRKEN KAZA SONRASI 6 KİŞİ...
talasexpresshaber.com",,,
Yemlee | Haber Arama Motoru,@Yemlee2,2021-08-02T01:00:33.000Z,"Altun'dan ""Tuzağa düşmeyelim"" çağrısı https://yemlee.com/altun-dan-tuzaga-dusmeyelim-cagrisi-282561.html?utm_source=dlvr.it&utm_medium=twitter… #Haber #AramaMotoru #Yemlee","Altun'dan ""Tuzağa düşmeyelim"" çağrısı
Son dakika haberi... Cumhurbaşkanlığı İletişim Başkanı Fahrettin Altun, sosyal medya hesabı Twitter'dan yaptığı paylaşımda, Türkiye'yi etkisi altında alan orman yangınlarına karşı devletin tüm...
yemlee.com",,,
Optimus prime,@Optimus79671188,2021-08-02T00:59:44.000Z,#isgal #SuriyelilerSuriyeye #AfganlarıAlmayın #AkpBEKAsorunudur #bahceli #Erdogan #MarmarisYangını #BODRUMYANGIN #PKKYAKIYOR #Manavgat #Antalya #cayınıdaalgit #haber #ülkemdemülteciistemiyorum,"Quote Tweet
Optimus prime
@Optimus79671188
 · Jul 31
#ulkemdemulteciistemiyorum 

Sınır Namustur .............!

Sınırları koru akp burası Dingo nun ahırı değiL 
Mustafa kemal Atatürk ün kurduğu Türkiye Cumhuriyeti 

#SuriyelilerSuriyeye #AfganlarıAlmayın #yangin #memleketimyanıyor #AkpBEKAsorunudur #tv",,,
Talip Zahit Tarakci,@TarakciTalip,2021-08-02T00:57:36.000Z,"Karamollaoğlu: Partiyi genel başkan yönetir
#güncel #haber","Karamollaoğlu: Partiyi genel başkan yönetir
Saadet Partisi Genel Başkanı Temel Karamollaoğl...
hurriyet.com.tr",,,
Pena Haber Gündem,@GundemPena,2021-08-02T00:47:47.000Z,"Yangından zarar gören masum canlar...
.
.
#helpturkey #AtesinCocuklari #ANKARAYANIYOR #SonDakika #haber #gundem #yangın #antalya #mersin #TuerkiyeYanıyor",,,,
World News UK,@kralfmlondra,2021-08-02T00:44:03.000Z,Kate and William will share less 'precious time' with their children as they grow older http://dlvr.it/S4ryYp #haber #news #england,"Kate and William will share less 'precious time' with their children as they grow older
KATE, Duchess of Cambridge and Prince William could soon get less \
news.turkish.co.uk",,,
Ulak News,@ulaknews,2021-08-02T00:42:07.000Z,"Ünlüler öncülük etti, sosyal medya ayağa kaktı: #helpturkey etiketiyle dünyaya yardım çağrısı... https://ulak.news/haber_unluler-onculuk-etti-sosyal-medy_kronos_239866.html… --- #sondakika #haber #sondakikahaber #haberler","Ünlüler öncülük etti, sosyal medya ayağa kaktı: #helpturkey etiketiyle dünyaya yardım çağrısı
Sürekli olarak büyüyen ve yayılan yangınları söndürmekte zorlanan Türkiye ‘Golbal Call’ çağrısı yaparak dünyadan yardım istedi. Dünyanın birçok noktasında başlayan | Ulak News
ulak.news",,,
World News UK,@kralfmlondra,2021-08-01T23:45:03.000Z,China invasion of Taiwan would be on 'ultra&mega' scale and defy 'human comprehension' http://dlvr.it/S4rsxz #haber #news #england,"China invasion of Taiwan would be on 'ultra-mega' scale and defy 'human comprehension'
CHINA would in all probability need a massive invasion force, consisting of at least two million troops and hundreds of thousands of sailors to stand any chance of taking Taiwan by force.
news.turkish.co.uk",,,
OSMAN K,@TB1_POO,2021-08-01T23:44:40.000Z,"Düğünde maganda kurşunuyla 8 yaşındaki çocuk öldü
#güncel #haber","Düğünde maganda kurşunuyla 8 yaşındaki çocuk öldü
İstanbul Sultangazi'de bir düğünde havaya açılan ateş yakındaki binanın balkonundaki çocuğa isabet etti. Çenesinden giren kurşunla ağır yaralanan çocuk hayatını kaybetti.
sozcu.com.tr",,,
,@longlivehumanty,2021-08-01T23:42:04.000Z,İletişim başkanı Altun: #buseferseyituttuk” etiketini paylaşın talimatı verildi #SonDakika #haber #Vekil #ProvokasyonaGelme #strongturkey #helpturkey #ZilletinOcocuklarıYaktı,,,,
Ulak News,@ulaknews,2021-08-01T23:40:18.000Z,Cumhurbaşkanlığından Global Call açıklaması... https://ulak.news/haber_cumhurbaskanligindan-global-call_aydinlik_252588.html… --- #sondakika #haber #sondakikahaber #haberler,"Cumhurbaşkanlığından Global Call açıklaması
PKK terör örgütü tarafından yurdun çeşitli bölgelerinde çıkarılan orman yangınlarının bir kısmı devam ediyor. Sosyal medya üzerinden Türkiye’yi güçsüz gösteren küresel çapta çağrı anlamına gelen bir...
ulak.news",,,
World News UK,@kralfmlondra,2021-08-01T23:31:02.000Z,Brexit LIVE: Brussels under fire! EU's attacks on UK jab 'will have led to deaths' http://dlvr.it/S4rs0s #haber #news #england,"Brexit LIVE: Brussels under fire! EU's attacks on UK jab 'will have led to deaths'
SENIOR European leaders have been accused of having \
news.turkish.co.uk",,,
AnaHaber. com,@AnaHabercom,2021-08-01T23:26:12.000Z,"İçişleri Bakanı Süleyman Soylu Marmaris’te İçişleri Bakanı Süleyman Soylu Marmaris’teİçişleri Bakanı Süleyman Soylu'nun başkanlığında Muğla Marmaris'te, Koordinasyon ve...  https://is.gd/Dv3AaN 
#Haber","İçişleri Bakanı Süleyman Soylu Marmaris’te
İçişleri Bakanı Süleyman Soylu Marmaris’teİçişleri Bakanı Süleyman Soylu'nun başkanlığında Muğla Marmaris'te, Koordinasyon ve Değerl
anahaber.com",,,
Ulak News,@ulaknews,2021-08-01T23:26:07.000Z,Yarı finale çıkan Buse Naz'dan duygulandıran mesaj: Milletim savaşıyor... https://ulak.news/haber_yari-finale-cikan-buse-nazdan-du_aydinlik_252587.html… --- #sondakika #haber #sondakikahaber #haberler,"Yarı finale çıkan Buse Naz'dan duygulandıran mesaj: Milletim savaşıyor
Tokyo Olimpiyat Oyunları'nda yarı finale yükselen milli boksörümüz Buse Naz Çakıroğlu, maç sonu içimizi titreten bir vurgu yaptı: Ülke olarak hem iç cephe hem de dış cephede savaşıyoruz! | Ulak News
ulak.news",,,
Hanifi Bayar,@Hnfbyr,2021-08-01T23:19:18.000Z,"Sosyal medyada birçok kullanıcı tarafından paylaşılan bu videonun #Bodrum #Çökertme'de kaydedildiği ifade ediliyor.

#helpturkey #marmaris #manavgat #news #haber #milis #bodrum #mersin #antalya #turkey #türkiye",,,,
Ulak News,@ulaknews,2021-08-01T23:02:07.000Z,"Ormanlarda yangın, TL'de sönümlenme... https://ulak.news/haber_ormanlarda-yangin-tlde-sonumlenm_haberturk_3149910.html… --- #sondakika #haber #sondakikahaber #haberler","Ormanlarda yangın, TL'de sönümlenme
Ormanlarda yangın, TL'de sönümlenme | Ulak News
ulak.news",,,
Ulak News,@ulaknews,2021-08-01T23:02:07.000Z,Parayla saadet... https://ulak.news/haber_parayla-saadet_haberturk_3150222.html… --- #sondakika #haber #sondakikahaber #haberler,"Parayla saadet
Parayla saadet | Ulak News
ulak.news",,,
Ulak News,@ulaknews,2021-08-01T22:58:06.000Z,Diyarbakır'da Aydınlık rüzgarı... https://ulak.news/haber_diyarbakirda-aydinlik-ruzgari_aydinlik_252578.html… --- #sondakika #haber #sondakikahaber #haberler,"Diyarbakır'da Aydınlık rüzgarı
Diyarbakır'da Aydınlık rüzgarı | Ulak News
ulak.news",,,
Yayla Haber Gazetesi,@YaylaHaber,2021-08-01T22:57:03.000Z,"AK Parti Çorum Milletvekili ve MKYK Üyesi Ahmet Sami Ceylan, yangın felaketinin yaşandığı Muğla Marmaris ve Bodrum ilçelerine gitti. https://yaylahaber.com.tr/siyaset/ahmet-sami-ceylan-yangin-bolgesinde-h131654.html?utm_source=dlvr.it&utm_medium=twitter… #Çorum #yaylahaber #haber","Ahmet Sami Ceylan yangın bölgesinde
AK Parti Çorum Milletvekili ve MKYK Üyesi Ahmet Sami Ceylan, yangın felaketinin yaşandığı Muğla Marmaris ve Bodrum ilçelerine gitti.
yaylahaber.com.tr",,,
Ulak News,@ulaknews,2021-08-01T22:52:07.000Z,Atılım toplantısı... https://ulak.news/haber_atilim-toplantisi_aydinlik_252577.html… --- #sondakika #haber #sondakikahaber #haberler,"Atılım toplantısı
Vatan Partisi Genel Başkanı Doğu Perinçek ve Genel Başkan Yardımcısı Hasan Korkmazcan‘ın katılımı ile Denizli’de “İktidar İçin Atılım Toplantısı” yapıldı. Perinçek, yeni üyelerin rozetlerini taktı. |...
ulak.news",,,
Fehim,@fehim21_33_34,2021-08-01T22:51:27.000Z,"#sondakika #haber

Bodrum'dan Dersim'e, Manavgat'tan Adana'ya #CiğerlerimizYanıyor
""Söndürüldü"" deniyor ama
Ülkede uçak olmadığı için günler sonra İspanya 2, Hırvatistan 1 uçak gönderecek.
#globalcall
En azından yardım olsun.
#helpturkey
#havadanmüdahaleistiyoruz
#Çaydeğiluçak",,,,1
ᴵᴺᵀᴱᴿᴺᴱᵀ ᴳᴬᶻᴱᵀᴱᶜᴵ̇ᴸᴵ̇ᴳ̆ᴵ̇,@interhaber24,2021-08-01T22:46:48.000Z,"İnsanların çay demleyecek  ocakları , demlikleri hatta evleri  yandı her şeyleri  yandi. Ağam  gitmiş çay fırlatıyor.
Sosyal medyada Erdoğan sert bir uslüple eleştirildi. Insanlar çay torbalarını kendilerine fırlatan Cumhurbaşkanı Recep Tayyip Erdoğan'a tepkili. 

#haber #kesfet",,,,1
Ulak News,@ulaknews,2021-08-01T22:38:08.000Z,Öldürülen Ak Parti üyesi çıktı... https://ulak.news/haber_oldurulen-ak-parti-uyesi-cikti_aydinlik_252576.html… --- #sondakika #haber #sondakikahaber #haberler,"Öldürülen Ak Parti üyesi çıktı
Konya'da öldürülen aile üyelerinden Yaşar Dedeoğulları'nın Ak Parti üyesi olduğu ortaya çıktı. Ulaştığımız Ak Parti Konya İl Başkanlığı Özel Kalem Basın Sorumlusu İsmail Koç, Dedeoğulları'nın Karatay...
ulak.news",,,
Stok Haber,@haber_stok,2021-08-01T22:35:58.000Z,"AB’den Türkiye’ye yangın söndürme uçağı desteği!

https://stokhaber.com/abden-turkiyeye-yangin-sondurme-ucagi-destegi/…
#haber #haberler #güncelhaberler #sondakika #koronavirüs #gündem #1ağustos #pazar","AB’den Türkiye’ye yangın söndürme uçağı desteği - Stok Haber
Türkiye’de devam eden orman yangınlarının ardından Türkiye’nin AB Sivil Koruma Mekanizmasını harekete geçirdiği aktarıldı. Avrupa Komisyonu tarafından yapılan yazılı açıklamada, “Türkiye, AB Sivil...
stokhaber.com",,,
MY,@m_s_t_f_y_g_t,2021-08-01T22:32:52.000Z,"KPSS sorularını hazırlayanlar tanrılar olmalı 
@MilliEitim1
 herboku biliyorlar tanrılar ##haber niteliği taşımıyormuş nerden bilirsiniz neyin haber değeri taşımadığını ey tanrılar",,,,2
BİTARAF Haber,@bitarafiz,2021-08-01T22:31:44.000Z,"Tarım ve Orman Bakanı Bekir Pakdemirli: ""Benim gördüğüm orman yerlerindeki sorumluluk belediyelerdedir.""

#orman #helpturkey #havadanmüdahaleistiyoruz #SebepOlma #ahaber #sondakika #haber #haberler #gündem #bitarafiz",,,,
Çevre TV,@cevretvcomtr,2021-08-01T22:27:20.000Z,"Nasa tarafından paylaşılan uydu görüntüsü yangının mısır tarafından görüldüğü anlaşıldı.

#nasa #yangın #fire #mısır #haber #çevretv",,,,2
Ulak News,@ulaknews,2021-08-01T22:26:06.000Z,Eski THK Başkanı Karakuş ve Atılgan: THK güçlendirilmeli... https://ulak.news/haber_eski-thk-baskani-karakus-ve-atil_aydinlik_252574.html… --- #sondakika #haber #sondakikahaber #haberler,"Eski THK Başkanı Karakuş ve Atılgan: THK güçlendirilmeli
Artan yangınlar, Türk Hava Kurumu (THK) ve yangın söndürme uçaklarını gündeme getirdi. Eski başkanlar, THK'nın Türkiye'nin en önemli kurumlarından biri olduğuna dikkat çekti, uçakların acilen bakıma...
ulak.news",,,
Ulak News,@ulaknews,2021-08-01T22:18:07.000Z,Alevler Kemerköy Termik Santraline ne kadar yaklaştı? Bodrum'da son durum ne?... https://ulak.news/haber_alevler-kemerkoy-termik-santrali_haberturk_3150232.html… --- #sondakika #haber #sondakikahaber #haberler,"Alevler Kemerköy Termik Santraline ne kadar yaklaştı? Bodrum'da son durum ne?
Alevler Kemerköy Termik Santraline ne kadar yaklaştı? Bodrum'da son durum ne? | Ulak News
ulak.news",,,
Ulak News,@ulaknews,2021-08-01T22:16:08.000Z,‘Yangınlar küresel ısınma ile açıklanamaz’... https://ulak.news/haber_yanginlar-kuresel-isinma-ile-aci_aydinlik_252572.html… --- #sondakika #haber #sondakikahaber #haberler,"‘Yangınlar küresel ısınma ile açıklanamaz’
Amiral Cihat Yaycı, ülkedeki yangınların küresel ısınma ile açıklanamayacağını belirterek, ‘Yangın sonrası bölgeye takviye edilen güvenlik güçleri ve bunlardan oluşan güç boşluğu noktalara/bölgelere...
ulak.news",,,
Ulak News,@ulaknews,2021-08-01T22:02:06.000Z,Yangına 'bomba' ile müdahale edelim... https://ulak.news/haber_yangina-bomba-ile-mudahale-edeli_aydinlik_252563.html… --- #sondakika #haber #sondakikahaber #haberler,"Yangına 'bomba' ile müdahale edelim
İnönü Üniversitesi Mühendislik Fakültesi Makine Mühendisliği Bölümü Araştırma Görevlisi Murat Toptaş, orman yangınlarına daha etkili müdahale için “bomba” icat etti. Bombanın içinde yerli bir...
ulak.news",,,
Ulak News,@ulaknews,2021-08-01T22:02:06.000Z,TSK güç kaybediyorsa bu operasyonları nasıl yapıyor?... https://ulak.news/haber_tsk-guc-kaybediyorsa-bu-operasyo_aydinlik_252561.html… --- #sondakika #haber #sondakikahaber #haberler,"TSK güç kaybediyorsa bu operasyonları nasıl yapıyor?
TSK güç kaybediyorsa bu operasyonları nasıl yapıyor? | Ulak News
ulak.news",,,
sedat akyel,@sedatakyel7,2021-08-01T22:01:45.000Z,Ülkem yanıyor A haber saçını tarıyor.. Cumhurbaşkanı çay fırlatıyor... Soran olursa Avrupa bizi kıskanıyor....#ahaber #helpturkey #haber #OrmanYanginlari,,,,1
Ulak News,@ulaknews,2021-08-01T22:00:34.000Z,Yeşil üretim için KOBİ'ler desteklenmeli... https://ulak.news/haber_yesil-uretim-icin-kobiler-destek_aydinlik_252569.html… --- #sondakika #haber #sondakikahaber #haberler,"Yeşil üretim için KOBİ'ler desteklenmeli
Avrupa Yeşil Mutabakatı uluslararası ticareti yeniden şekillendirme potansiyeline sahip. Mutabakat kapsamındaki sınırda karbon düzenlemesi AB'ye ihracat yapan ve düşük marjlarla çalışan Türk KOBİ'l...
ulak.news",,,
Ulak News,@ulaknews,2021-08-01T21:52:07.000Z,"Van'ın iki ilçesinde sel nedeniyle evleri su bastı, 105 koyun öldü... https://ulak.news/haber_vanin-iki-ilcesinde-sel-nedeniyl_diken_986446.html… --- #sondakika #haber #sondakikahaber #haberler","Van’ın iki ilçesinde sel nedeniyle evleri su bastı, 105 koyun öldü
Van’ın Özalp ve Çaldıran ilçelerinde etkili olan sağanak ve dolu nedeniyle oluşan selde, birçok ev hasar gördü, bir ahır yıkıldı ve 105 koyun öldü. | Ulak News
ulak.news",,,
Medyatilkisi.com #AşıOlTürkiye,@medyatilkisicom,2021-08-01T21:50:50.000Z,"Nişan töreni sırasında balkon çöktü https://medyatilkisi.com/yasam/nisan-toreni-sirasinda-balkon-coktu-h9481.html…

#kayseri #nişantöreni #haber #yaşam",,,,
Turizm Press,@TurizmPress,2021-08-01T21:47:50.000Z,Gulf Air İstanbul uçuşlarını artırıyor #GulfAir #Bahreyn #istanbul #turizm #seyahat #haber,"Gulf Air İstanbul uçuşlarını artırıyor - Turizm Press
Gulf Air tarafından yapılan açıklamada İstanbul'un Bahreyn ve Körfez ülkeleri için favori destinasyonlardan biri olduğu ve artan talebe yanıt verildiği belirtildi.
turizmpress.com",,,
Optimus prime,@Optimus79671188,2021-08-01T21:47:43.000Z,"Suriyeliler ve afganlar Türk gençlerini dövüyor hırsızlık yapıyor Türk kızlarını taciz ediyor Eyyyy akp Tayyip erdoğan bunun srmlusu sizsiniz !!!!!!

#MHP  #DevletBahceli harekete  geç > 
#AkpBEKAsorunudur #SuriyelilerSuriyeye #AfganlarıAlmayın #yangin #cayınıdaalgit #tv #haber",,,,3
