username,twhandle,postdate,content,responding,reply,retweet,like
MORA HABER,@moradergisi,2021-08-12T07:34:03.000Z,Dünyada 40 adet bulunan 1 milyon dolarlık tarihi sikke ele geçirildi http://moradergisi.com/haber/dunyada_40_adet_bulunan_1_milyon_dolarlik_tarihi_sikke_ele_gecirildi-207659.html… #bursa #gundem #haber #sondakika,"Dünyada 40 adet bulunan 1 milyon dolarlık tarihi sikke ele geçirildi
dünyada 40 adet bulunan 1 milyon dolarlık tarihi sikke ele geçirildi
moradergisi.com",,,,"['bursa', 'gundem', 'haber', 'sondakika']"
MORA HABER,@moradergisi,2021-08-12T07:33:52.000Z,"Dünyada 40 adet bulunan 1 milyon dolarlık tarihi sikke ele geçirildi

http://moradergisi.com/haber/dunyada_40_adet_bulunan_1_milyon_dolarlik_tarihi_sikke_ele_gecirildi-207659.html…

#adana #perşembe #gündem #haber",,,,,"['adana', 'perşembe', 'gündem', 'haber']"
Batman Konusuyor,@BatmanKonusuyor,2021-08-12T07:28:45.000Z,"Radyo ve Televizyon Üst Kurulu (RTÜK), dün gerçekleştirdiği toplantıda, bu talebine uymayan kanallara ceza yağdırdı.
#rtuk #ceza #uygulama #denetim #haber #guncel #Batman",,,,1,"['rtuk', 'ceza', 'uygulama', 'denetim', 'haber', 'guncel', 'Batman']"
Yemlee | Haber Arama Motoru,@Yemlee2,2021-08-12T07:28:32.000Z,1 milyon dolarlık tarihi sikke ele geçirildi https://yemlee.com/1-milyon-dolarlik-tarihi-sikke-ele-gecirildi-330620.html?utm_source=dlvr.it&utm_medium=twitter… #Haber #AramaMotoru #Yemlee,"1 milyon dolarlık tarihi sikke ele geçirildi
Adana merkezli 30 ilde gerçekleştirilen operasyonda ele geçirilen tarihi eserler arasında, dünyada sadece 40 tane bulunan, değeri 1 milyon dolar olan Antik Yunan dönemine ait Atina Dekadrachm...
yemlee.com",,,,"['Haber', 'AramaMotoru', 'Yemlee']"
takip_bolu,@takip_bolu,2021-08-12T07:28:23.000Z,"KIZ ARKADAŞI İLE ALKOL ALAN İRANLI KENDİ JİLETLEDİ
#bolu #haber #haberler #yerelhaber 

http://bolutakip.com/haber/kiz-arkadasi-ile-alkol-alan-iranli-kendi-jiletledi…",,,,,"['bolu', 'haber', 'haberler', 'yerelhaber']"
#NobakhtAhad,@RealNobakhtAhad,2021-08-12T07:27:58.000Z,"Replying to 
@Aftonbladet","Svensk sjukvård är-europas dyraste sämsta sjukvård med samlingen av kriminella som utsätter patienterna i fara & gnäller... 

#Nyheter #eu #Crime #Haber #Politics #HealthForAll #Health #HealthcareWorkers 
#sweden",,1,2,[]
Bursa Sancak,@BursaSancak,2021-08-12T07:27:52.000Z,"İş Bankası’ndan tarım odaklı girişimcilik programı #Bursa 
https://tinyurl.com/2zmudesh
#bursa #sondakika #haber #gündem #perşembe #ekonomi",,,,,"['Bursa', 'bursa', 'sondakika', 'haber', 'gündem', 'perşembe', 'ekonomi']"
MORA HABER,@moradergisi,2021-08-12T07:27:36.000Z,Üniversite öğrencileri destek için yangın bölgesine koştu http://moradergisi.com/haber/universite_ogrencileri_destek_icin_yangin_bolgesine_kostu-207658.html… #bursa #gundem #haber #sondakika,"Üniversite öğrencileri destek için yangın bölgesine koştu
üniversite öğrencileri destek için yangın bölgesine koştu
moradergisi.com",,,,"['bursa', 'gundem', 'haber', 'sondakika']"
AnaHaber. com,@AnaHabercom,2021-08-12T07:26:28.000Z,"Bisikletli çocuğun öldüğü kazada asli ve tam kusurlu sürücü serbest Bisikletli çocuğun öldüğü kazada asli ve tam kusurlu sürücü serbestBir sitede, bisiklet süren Alan Mirhat Uyansız'ın (6) ölümüne ne...  https://is.gd/VoYWuj 
#Haber","Bisikletli çocuğun öldüğü kazada asli ve tam kusurlu sürücü serbest
Bisikletli çocuğun öldüğü kazada asli ve tam kusurlu sürücü serbestBir sitede, bisiklet süren Alan Mirhat Uyansız'ın (6) ölümüne neden
anahaber.com",,,,['Haber']
Gazette.com.tr,@GazetteGazete,2021-08-12T07:25:54.000Z,"Kimya sektöründe ihracat yüzde 40 arttı https://gazette.com.tr/Haber/ekonomi/kimya-sektorunde-ihracat-yuzde-40-artti-76027… 
#adana #haber #gundem #haberler #gıda #ilaç #kozmetik #kimya #ihracat #Persembe",,,,2,"['adana', 'haber', 'gundem', 'haberler', 'gıda', 'ilaç', 'kozmetik', 'kimya', 'ihracat', 'Persembe']"
Ömer ERDEM,@APOCALYPTO11,2021-08-12T07:25:34.000Z,Artık aşı var.. Okullar sürekli açık olacak - SAĞLIK - Gazete Ayna-Gerçeğin Yansıması http://gazeteayna.com/artik-asi-var-okullar-surekli-acik-olacak/3969/… #SONDAKIKA #GUENAYDINTUERKİYE #haber,"Artık aşı var.. Okullar sürekli açık olacak
Sağlık Bakanı Fahrettin Koca, bilim kurulu toplantısının ardından yaptığı açıklamada okulların açılması ile ilgili net konuştu; ""Artık aşımız var""
gazeteayna.com",,,1,"['SONDAKIKA', 'GUENAYDINTUERKİYE', 'haber']"
Bizim Ankara,@BizimAnkara,2021-08-12T07:25:13.000Z,"Milli Savunma Bakanı Akar Sınır Güvenliği Hakkında Açıklamalarda Bulundu 
#hulusiakar #mülteciler #ankara #haber #sınır #perşembe #gündem","Milli Savunma Bakanı Akar Sınır Güvenliği Hakkında Açıklamalarda Bulundu
Milli Savunma Bakanı Hulusi Akar, sınırların güvenliğiyle ilgili açıklamalarında, ""Sınırlarımızla ilgili gerçeği yansıtmayan görüntüler gündemde. Tedbirleri gözden geçirdik, İran sınırında ilave...
bizimankara.com.tr",,,1,"['hulusiakar', 'mülteciler', 'ankara', 'haber', 'sınır', 'perşembe', 'gündem']"
olay.com.tr,@OlayHaber_Bursa,2021-08-12T07:18:22.000Z,"Denizdeki samimi halleri dikkat çekti!

https://olay.com.tr/galeri/denizdeki-samimi-halleri-dikkat-cekti-831944… #haber #sondakika",,,,,"['haber', 'sondakika']"
Yayla Haber Gazetesi,@YaylaHaber,2021-08-12T07:17:04.000Z,"Zakir Musa Yıldız, Umut Radyo'da Uğur Çınar'ın hazırlayıp sunduğu canlı yayında başlayan Muharrem Oruçları ve Kerbela Matemi dolayısıyla duygu yüklü mesajlar verdi https://yaylahaber.com.tr/yasam/asik-kara-musa-kerbela-yi-anlatti-h132173.html?utm_source=dlvr.it&utm_medium=twitter… #Çorum #yaylahaber #haber","Aşık Kara Musa, Kerbela'yı anlattı
Zakir Musa Yıldız, Umut Radyo'da Uğur Çınar'ın hazırlayıp sunduğu canlı yayında başlayan Muharrem Oruçları ve Kerbela Matemi dolayısıyla duygu yüklü mesajlar verdi
yaylahaber.com.tr",,,,"['Çorum', 'yaylahaber', 'haber']"
Bursa Sancak,@BursaSancak,2021-08-12T07:16:15.000Z,"Enerjisa Enerji konsolide gelirde yüzde 30 büyüdü #Bursa 
https://tinyurl.com/5bkjfvku
#bursa #sondakika #haber #gündem #perşembe #ekonomi",,,,,"['Bursa', 'bursa', 'sondakika', 'haber', 'gündem', 'perşembe', 'ekonomi']"
Ömer ERDEM,@APOCALYPTO11,2021-08-12T07:15:54.000Z,FETÖ'nün himmetçileri kendi ceplerini dolduruyor - GÜNDEM - Gazete Ayna-Gerçeğin Yansıması http://gazeteayna.com/feto-nun-himmetcileri-kendi-ceplerini-dolduruyor/3968/… #fetö #SONDAKIKA #GUENAYDINTUERKİYE #haber,"FETÖnün himmetçileri kendi ceplerini dolduruyor
Darbe kalkışması ardından 90 bin operasyonla finans kaynakları kuruyan terör örgütü FETÖ’de büyük bir isyan çıktı. Bazı elebaşlarının hortumladığı paralarla kendi çekirdek örgütlerini kurup şatafatlı...
gazeteayna.com",,,,"['fetö', 'SONDAKIKA', 'GUENAYDINTUERKİYE', 'haber']"
degerfxofficial,@degerfxofficial,2021-08-12T07:14:50.000Z,#degerforex #degerfx #degerfxofficial #forex #forextrader #fxtrader #fxturkiye #güvenilirforex #yurtdisiforex #forexsinyalleri #sinyal #fx #usdtry #usd #eur #eurusd #ekonomi #haber #finans #viop #borsa #stockmarket #hisse #hissesenedi #gunlukanaliz #günlükanaliz,,,,,"['degerforex', 'degerfx', 'degerfxofficial', 'forex', 'forextrader', 'fxtrader', 'fxturkiye', 'güvenilirforex', 'yurtdisiforex', 'forexsinyalleri', 'sinyal', 'fx', 'usdtry', 'usd', 'eur', 'eurusd', 'ekonomi', 'haber', 'finans', 'viop', 'borsa', 'stockmarket', 'hisse', 'hissesenedi', 'gunlukanaliz', 'günlükanaliz']"
SON_Ajans,@SONAjans1,2021-08-12T07:13:40.000Z,"‘Kahramanmaraş’ta bisikleti yaygınlaştıracağız’ https://sonhaberajansi.com/kahramanmarasta-bisikleti-yayginlastiracagiz-5921h.htm… 
@SONAjans1
 aracılığıyla #haber #sonhaberajansi #kahramanmaraş #bisiklet #büyükşehirbelediyesi #başkan #corona #COVID19 #COVID","‘Kahramanmaraş’ta bisikleti yaygınlaştıracağız’
Hollanda Güney Amsterdam’ın Belediye Başkan Yardımcısı Dirk de Jager’i makamında ağırlayan Başkan Güngör, Daha İyi Bir Şehir İçin Bisiklet Master Planı hazırlayan ekibe çalışmaları için teşekkür etti.
sonhaberajansi.com",,1,,"['haber', 'sonhaberajansi', 'kahramanmaraş', 'bisiklet', 'büyükşehirbelediyesi', 'başkan', 'corona', 'COVID19', 'COVID']"
MireMelo,@melo_mire,2021-08-12T07:13:18.000Z,"""Kimilerini gözyaşlarına boğan bir ağaç, kimileri için ise yolu tıkayan yeşil bir engeldir; insanın kendisi neyse, gördüğü de odur.."" 
#williamblake #özlüsözler #şiirsokakta #şiir 
#edebiyat #felsefe #astroloji #gündem #haber #günaydın 

#çözümakpsiztürkiye",,,,,"['williamblake', 'özlüsözler', 'şiirsokakta', 'şiir', 'edebiyat', 'felsefe', 'astroloji', 'gündem', 'haber', 'günaydın', 'çözümakpsiztürkiye']"
Gazette.com.tr,@GazetteGazete,2021-08-12T07:13:01.000Z,"Büyükşehir Meclisi toplandı https://gazette.com.tr/Haber/siyaset/buyuksehir-meclisi-toplandi-76023… 
@Adana_Bld
 @ZeydanKaralar01
 
#adana #haber #siyaset #HayırlıSabahlar #gunaydin #zeydanbaşkan #belediye #yollar #sorunlar #",,,,2,"['adana', 'haber', 'siyaset', 'HayırlıSabahlar', 'gunaydin', 'zeydanbaşkan', 'belediye', 'yollar', 'sorunlar']"
olay.com.tr,@OlayHaber_Bursa,2021-08-12T07:12:29.000Z,"Kim der 47 yaşında!

https://olay.com.tr/galeri/kim-der-47-yasinda-831933… #haber #sondakika",,,,,"['haber', 'sondakika']"
olay.com.tr,@OlayHaber_Bursa,2021-08-12T07:07:58.000Z,"Deniz yine tepki çekecek!

https://olay.com.tr/galeri/deniz-yine-tepki-cekecek-831920… #haber #sondakika",,,,,"['haber', 'sondakika']"
MORA HABER,@moradergisi,2021-08-12T07:07:44.000Z,Afyonkarahisar’da koca dehşeti! http://moradergisi.com/haber/afyonkarahisarda_koca_dehseti-207655.html… #SONDAKİKA #haber #gundem #bursa,"Afyonkarahisar’da koca dehşeti!
afyonkarahisar’da koca dehşeti!
moradergisi.com",,,,"['SONDAKİKA', 'haber', 'gundem', 'bursa']"
Çevre TV,@cevretvcomtr,2021-08-12T07:07:07.000Z,"Dünyadan ve Türkiye'den çevre haberleri ile 
@cevretvcomtr
 canlı yayın başladı

https://youtu.be/x7I_KBvmi_4

#selfelaketi #Kastamonu #bartin #Sinop #haber #çevretv","Türkiye ve Dünyadan Çevre Haberleri / Çevre Günlüğü 12 Ağustos 2021
Çevre Günlüğü SEL FELAKETİAşırı yağışlar Batı Karadeniz’i vurduAyancık'ta mahsur kalan vatandaşlar helikopterle kurtarılıyorORMAN YANGINLARIBurdur'un Bucak i...
youtube.com",,,,"['selfelaketi', 'Kastamonu', 'bartin', 'Sinop', 'haber', 'çevretv']"
Görünüm Gazetesi,@GazeteGorunum,2021-08-12T07:05:41.000Z,"Veteranlar federasyon kurdu! 

Haberin devamı: http://gorunumgazetesi.com.tr/haber/79533/veteranlar-federasyon-kurdu.html… 

#trakya #haber","Veteranlar federasyon kurdu! - Lüleburgaz Görünüm Gazetesi - İnsana Taraf Gazete
Trakya'daki veteran futbolcular, ""Trakya Veteranlar Masterlar Federasyonu"" çatısı altında resmi kimliklerine kavuştu. 9'ar takımdan oluşan ve çift devreli 2 grupta oynanacak ligde ilk müsabakalar...
gorunumgazetesi.com.tr",,,,"['trakya', 'haber']"
Bizim Ankara,@BizimAnkara,2021-08-12T07:04:49.000Z,"Altındağ'da Suriyeli Ailelerin Evlerini Taşladılar! Küçük Çocuk Başından Yaralandı 
#altındağ #ankara #haber #suriyeli #suriyeliler #perşembe #gündem","Altındağ'da Suriyeli Ailelerin Evlerini Taşladılar! Küçük Çocuk Başından Yaralandı
Ankara Altındağ'daki tehlikeli ayaklanmada Suriyeli ailelerin evleri taşlandı. Taşlardan biri evdeki küçük çocuğa isabet etti.
bizimankara.com.tr",1,1,2,"['altındağ', 'ankara', 'haber', 'suriyeli', 'suriyeliler', 'perşembe', 'gündem']"
Gazette.com.tr,@GazetteGazete,2021-08-12T07:04:20.000Z,"”Salgından korunmanın tek çaresi aşı olmak” https://gazette.com.tr/Haber/saglik/salgindan-korunmanin-tek-caresi-asi-olmak-76022… 
@saglikbakanligi
 @drfahrettinkoca
 @TCAdanaValiligi
 
#adana #haber #haberler #gundem #gunaydin #HayırlıSabahlar #asizorunlulugu #aşı #Korona #Pandemie #hastalık #virüs",,,,1,"['adana', 'haber', 'haberler', 'gundem', 'gunaydin', 'HayırlıSabahlar', 'asizorunlulugu', 'aşı', 'Korona', 'Pandemie', 'hastalık', 'virüs']"
Görünüm Gazetesi,@GazeteGorunum,2021-08-12T07:03:56.000Z,"Trakya’nın Amerikalı ayçiçekleri 

Haberin devamı: http://gorunumgazetesi.com.tr/haber/79550/trakyanin-amerikali-aycicekleri.html… 
@gelecegekopru
#edirne #trakya #haber #trakyaüniversitesi","Trakya’nın Amerikalı ayçiçekleri - Lüleburgaz Görünüm Gazetesi - İnsana Taraf Gazete
Edirne’de bulunan Dünya Ayçiçeği Koleksiyonu Bahçesi'nde, Amerika çöllerinde yetişen ayçiçeklerinin genleri Trakya koşullarında tarımı yapılan ayçiçeklerine aktarılıyor. Bu sayede ayçiçekleri...
gorunumgazetesi.com.tr",,,,"['edirne', 'trakya', 'haber', 'trakyaüniversitesi']"
Görünüm Gazetesi,@GazeteGorunum,2021-08-12T07:02:40.000Z,"“Milletin aklıyla alay ediyorlar” 

haberin devamı: http://gorunumgazetesi.com.tr/haber/79543/milletin-akliyla-alay-ediyorlar.html… 
@VecdiGundogdu
#kırklareli #trakya #haber #chp","“Milletin aklıyla alay ediyorlar” - Lüleburgaz Görünüm Gazetesi - İnsana Taraf Gazete
gorunumgazetesi.com.tr",,,,"['kırklareli', 'trakya', 'haber', 'chp']"
yenihaberkusadasi,@yhaberkusadasi,2021-08-12T06:54:09.000Z,"KASTAMONU'DA SEL ! BİNALAR ÇÖKTÜ, 4 KİŞİ ÖLDÜ

#haber #haberler #SONDAKIKA #selfelaketi #Kastamonu","KASTAMONU'DA SEL ! BİNALAR ÇÖKTÜ, 4 KİŞİ ÖLDÜ
Kastamonu’nun Bozkurt ilçesinde yaşanan sel felaketinde bilanço gün ağarınca belli oldu. Dere yatağında yer alan birçok binanın çöktüğü görüldü. Çöken binalar havadan görüntülendi. Can kaybı dörde...
yenihaberkusadasi.com",,,,"['haber', 'haberler', 'SONDAKIKA', 'selfelaketi', 'Kastamonu']"
Yayla Haber Gazetesi,@YaylaHaber,2021-08-12T06:53:32.000Z,"Çorum Tarım ve Kırsal Kalkınmayı Destekleme Kurumu (TKDK), Mecitözü Süt Üreticileri Birliği’nin IPARD II 10. Başvuru Çağrı İlanı döneminde 2 adet süt taşıma aracı ve 1 adet araç üstü süt taşıma tankı alımına yönelik projesine… https://yaylahaber.com.tr/mecitozu/tkdk-sut-ureticilerini-destekleyecek-h132170.html?utm_source=dlvr.it&utm_medium=twitter… #Çorum #yaylahaber #haber","TKDK, Süt Üreticilerini destekleyecek
Çorum Tarım ve Kırsal Kalkınmayı Destekleme Kurumu (TKDK), Mecitözü Süt Üreticileri Birliği’nin IPARD II 10. Başvuru Çağrı İlanı döneminde 2 adet süt taşıma aracı ve 1 adet araç üstü süt taşıma tankı...
yaylahaber.com.tr",,,,"['Çorum', 'yaylahaber', 'haber']"
Mega Haber,@megahaber27,2021-08-12T06:53:24.000Z,"En düşük kamu işçisi maaşı ne kadar oldu, kaç TL seyyanen zam yapıldı? #gaziantep #haber https://megahaber27.com/en-dusuk-kamu-iscisi-maasi-ne-kadar-oldu-kac-tl-seyyanen-zam-yapildi/121073/…",,,,,"['gaziantep', 'haber']"
yenihaberkusadasi,@yhaberkusadasi,2021-08-12T06:53:14.000Z,"UĞUR ŞAHİN'DEN DELTA VARYANTI AŞISI MÜJDESİ

#haber #haberler #COVID19 #DeltaVariant","UĞUR ŞAHİN'DEN DELTA VARYANTI AŞISI MÜJDESİ
Corona virüsü salgınına karşı mRNA teknolojisini kullanarak çok kısa bir süre içerisinde aşı geliştiren BioNTech'in kurucuları Uğur Şahin ve Özlem Türeci, Delta varyantına karşı etkili bir aşı için...
yenihaberkusadasi.com",,,,"['haber', 'haberler', 'COVID19', 'DeltaVariant']"
ON6 #YeniNesilTelevizyon,@On6_tv,2021-08-12T06:53:02.000Z,"Bursaspor Kulübü, Ali Akman’ın desteğini geri çevirdi
#Bursaspor  #bursa #haber #gündem","Bursaspor Kulübü, Ali Akman’ın desteğini geri çevirdi
bursaspor kulübü, ali akman’ın desteğini geri çevirdi
kanal16haber.com",,,,"['Bursaspor', 'bursa', 'haber', 'gündem']"
yenihaberkusadasi,@yhaberkusadasi,2021-08-12T06:52:13.000Z,"MEHMET CEYLAN'DAN BAKAN KOCA'YA SORU: NEDEN HALEN YAPILIYOR

#haber #haberler","MEHMET CEYLAN'DAN BAKAN KOCA'YA SORU: NEDEN HALEN YAPILIYOR
Sağlık Bakanı Fahrettin Koca'nın
yenihaberkusadasi.com",,,,"['haber', 'haberler']"
Gazette.com.tr,@GazetteGazete,2021-08-12T06:51:13.000Z,"Kreş kuraları noter huzurunda çekildi https://gazette.com.tr/Haber/gundem/kres-kuralari-noter-huzurunda-cekildi-76020… 
@cukurovabldtr
 @sonercetin01
 
#adana #cukurova #haber #haberler #gunaydin #gundem #HayırlıSabahlar #kreş #cocuk #belediye #eğitim",,,,2,"['adana', 'cukurova', 'haber', 'haberler', 'gunaydin', 'gundem', 'HayırlıSabahlar', 'kreş', 'cocuk', 'belediye', 'eğitim']"
Urfa Gaste,@urfagaste,2021-08-12T06:51:12.000Z,"Valilikten Birecik'teki Olayla İlgili Açıklama
#şanlıurfa #urfa #urfagaste #gündem #güncel #sondakika #haber","Valilikten Birecik'teki Olayla İlgili Açıklama
Dün akşam Şanlıurfa’nın Birecik ilçesinde Suriyeli iki grup arasında çıkan bıçaklı kavgada 1 kişi hayatını kaybetmişti, 4 kişi yaralandı. Şanlıurfa Valiliği yaşanan olayla ilgili açıklamada bulundu.
urfagaste.com",,,1,"['şanlıurfa', 'urfa', 'urfagaste', 'gündem', 'güncel', 'sondakika', 'haber']"
KoinFinans,@KoinFinans,2021-08-12T06:48:05.000Z,"Popüler Kripto Balinası: Bu Beş Altcoin Büyük Artış Potansiyeline Sahip 

#kriptopara #DeFi #altcoin #haber 

https://koinfinans.com/populer-kripto-balinasi-bu-bes-altcoin-buyuk-artis-potansiyeline-sahip/…",,,,1,"['kriptopara', 'DeFi', 'altcoin', 'haber']"
Yemlee | Haber Arama Motoru,@Yemlee2,2021-08-12T06:40:03.000Z,KAYSERİSPOR CARLOS MANE'Yİ RENKLERİNE BAĞLADI https://yemlee.com/kayserispor-carlos-mane-yi-renklerine-bagladi-330240.html?utm_source=dlvr.it&utm_medium=twitter… #Haber #AramaMotoru #Yemlee,"KAYSERİSPOR CARLOS MANE'Yİ RENKLERİNE BAĞLADI
Yukatel Kayserispor, Portekiz liginden Carlos Mane'yi renklerine bağladı.
yemlee.com",,,,"['Haber', 'AramaMotoru', 'Yemlee']"
Gazette.com.tr,@GazetteGazete,2021-08-12T06:39:18.000Z,"Başkan Çetin’den Baro’ya ziyaret https://gazette.com.tr/Haber/siyaset/baskan-cetinden-baroya-ziyaret-76018… 
@cukurovabldtr
 @sonercetin001
 
#adana #baro #HayırlıSabahlar #gundem #gunaydin #cukurova #haber #haberler",,,,2,"['adana', 'baro', 'HayırlıSabahlar', 'gundem', 'gunaydin', 'cukurova', 'haber', 'haberler']"
MUĞLA GAZETESİ,@muglagazetesi,2021-08-12T06:38:30.000Z,KASTAMONU’DA CAN KAYBI 4’E YÜKSELDİ » Muğla Gazetesi Günlük Siyasi Bağımsız Gazete http://muglagazetesi.com.tr/kastamonuda-can-kaybi-4e-yukseldi.html… #haber,,,,,['haber']
AkidcoinS,@Akidcoin,2021-08-12T06:38:28.000Z,"Günün Önemli Haberleri

10:00 Sanayi Üretimi(Aylık-Yıllık) (TR)

11:00 AB ile Dış Ticaret Dengesi(Euro) (IT)

11:00 BSP Gecelik Repo Gösterge Faiz Oranı (PH)

14:00 TCMB Haftalık Repo Gösterge Faiz Oranı (TR)

#TCMB #FAİZ #EURO #DOLAR #HABER",,,1,1,"['TCMB', 'FAİZ', 'EURO', 'DOLAR', 'HABER']"
Turizm Press,@TurizmPress,2021-08-12T06:36:21.000Z,"TUI, 940 Milyon Euro Zarar Açıkladı #TUI #turizm #seyahat #haber","TUI, 940 Milyon Euro Zarar Açıkladı - Turizm Press
Avrupa'nın en büyük tur operatörü TUI Group bugün ikinci çeyrek finansal verilerini kamuoyuyla paylaştı.
turizmpress.com",,,,"['TUI', 'turizm', 'seyahat', 'haber']"
1CONN Creative,@1conncreative,2021-08-12T06:35:23.000Z,Google’dan Tartışma Yaratan Karar: Uzaktan Çalışanlara Maaş Şoku! https://1conn.com/googledan-tartisma-yaratan-karar-uzaktan-calisanlara-maas-soku/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter… #Haber #Çalışanlara #Googledan #Karar 12 Ağustos 2021,"Google'dan Tartışma Yaratan Karar: Uzaktan Çalışanlara Maaş Şoku! - 1CONN Creative / Web Grafik...
Biz, İstanbul’da yerleşik, markanıza dair hayallerinizi gerçekleştirmek amacında olan bir kreatif ajansız. Bizi tanımak istersiniz diye umuyoruz.
1conn.com",,,,"['Haber', 'Çalışanlara', 'Googledan', 'Karar']"
Gözde Aktaş,@gozdeaktassfx,2021-08-12T06:34:53.000Z,"Ekonomik Takvim
#forex #gexforex #gexfinance #haber",,,,,"['forex', 'gexforex', 'gexfinance', 'haber']"
Winix Türkiye,@WinixH,2021-08-12T06:34:30.000Z,"6 büyükşehir için 3 günlük hava kirliliği tahmini...

https://iyihava.com

#gündem #hava #temizhavahaktır #havadurumu #havatahmini #temizhava #kirlihava #duman #toz #alerji #istanbul #ankara #havakirliliği #havatemizleyici #haber",,,,,"['gündem', 'hava', 'temizhavahaktır', 'havadurumu', 'havatahmini', 'temizhava', 'kirlihava', 'duman', 'toz', 'alerji', 'istanbul', 'ankara', 'havakirliliği', 'havatemizleyici', 'haber']"
Gazette.com.tr,@GazetteGazete,2021-08-12T06:34:25.000Z,"Ankilozan spondilitin erken tanı ile tedavi edilebiliyor https://gazette.com.tr/Haber/saglik/ankilozan-spondilitin-erken-tani-ile-tedavi-edilebiliyor-76017…
#adana #HayırlıSabahlar #gundem #gunaydin #haber #haberler #yaşam #sağlık #doktor #hasta",,,,1,"['adana', 'HayırlıSabahlar', 'gundem', 'gunaydin', 'haber', 'haberler', 'yaşam', 'sağlık', 'doktor', 'hasta']"
Trafik Sözlük,@trafiksozluk,2021-08-12T06:17:20.000Z,"Yol Ver Levhası Anlamı Nedir? Yol Ver Levhası TT-1
https://ahmetmerkepci.com/yol-ver-levhasi/?feed_id=27208…
#trafik #sondakika #hız #kaza #trafikazası #haber #gündem #trafikpolisi #ehliyetsınavı #ehliyetkursu #araçdeğerkaybı #değerkaybı #trafiksigortası #sigorta #araba #kasko ...",,,,,"['trafik', 'sondakika', 'hız', 'kaza', 'trafikazası', 'haber', 'gündem', 'trafikpolisi', 'ehliyetsınavı', 'ehliyetkursu', 'araçdeğerkaybı', 'değerkaybı', 'trafiksigortası', 'sigorta', 'araba', 'kasko']"
KararHaber,@KararHaber,2021-08-12T06:16:59.000Z,"Bugünkü birinci sayfamız

Felaket kapıyı çalarak geldi
  #orman #yangın #haber 

https://karar.com/karar-gazetesi/12-agustos-2021-persembe…
https://karar.com/guncel-haberler/felaket-kapiyi-calarak-geldi-1628271…",,,,3,"['orman', 'yangın', 'haber']"
Yayla Haber Gazetesi,@YaylaHaber,2021-08-12T06:16:33.000Z,"Cumhurbaşkanı Recep Tayyip Erdoğan, düzensiz göçmenlerle ilgili, “Herkes şunu da bilsin ki Türkiye yol geçen hanı değildir. 2021 yılında şu an itibarıyla 253 bin 300 civarında düzensiz göçü engelledik. 85 kilometrelik duvar… https://yaylahaber.com.tr/siyaset/cumhurbaskani-erdogan-turkiye-yol-gecen-hani-degildir-h132169.html?utm_source=dlvr.it&utm_medium=twitter… #Çorum #yaylahaber #haber","Cumhurbaşkanı Erdoğan: Türkiye yol geçen hanı değildir
Cumhurbaşkanı Recep Tayyip Erdoğan, düzensiz göçmenlerle ilgili, “Herkes şunu da bilsin ki Türkiye yol geçen hanı değildir. 2021 yılında şu an itibarıyla 253 bin 300 civarında düzensiz göçü engelle...
yaylahaber.com.tr",,,,"['Çorum', 'yaylahaber', 'haber']"
Gerçek Urfa,@gercek_urfa,2021-08-12T06:14:02.000Z,"Vali Erin Yağıştan Etkilenen Bölgelerde İncelemelerde Bulundu

#şanlıurfa #urfa #gerçekurfa #gündem #güncel #sondakika #haber #sel #yağış #güncel #karaköprü #karaköprühaber","Vali Erin Yağıştan Etkilenen Bölgelerde İncelemelerde Bulundu
Şanlıurfa Valisi Abdullah Erin, bugün akşam saatlerinde görülen şiddetli yağıştan etkilenen Karaköprü ilçesine bağlı kırsal mahallelerde incelemelerde bulundu.
gercekurfa.com",,,,"['şanlıurfa', 'urfa', 'gerçekurfa', 'gündem', 'güncel', 'sondakika', 'haber', 'sel', 'yağış', 'güncel', 'karaköprü', 'karaköprühaber']"
Medyaeli,@medyaelicom,2021-08-12T06:13:31.000Z,"Kastamonu'dan bir acı haber daha
https://medyaeli.com/gundem/kastamonu-dan-bir-aci-haber-daha-h2658.html…

#kastamonu #sel #4vatandaşımız #cankaybı #felaket #sondakika #haber",,,,,"['kastamonu', 'sel', '4vatandaşımız', 'cankaybı', 'felaket', 'sondakika', 'haber']"
A1 Capital,@A1CapitalMenkul,2021-08-12T06:11:48.000Z,A1 Capital'den herkese günaydın. Bugün 12 Ağustos Perşembe. Günün öne çıkan başlıklarını sizler için derledik. #A1Capital #finans #gündem #haber #ekonomi #borsa #12Ağustos,,,1,2,"['A1Capital', 'finans', 'gündem', 'haber', 'ekonomi', 'borsa', '12Ağustos']"
Gerçek Urfa,@gercek_urfa,2021-08-12T06:09:51.000Z,"Birecik'teki Kavga ile İlgili Valilikten Flaş Açıklama

#şanlıurfa #urfa #gerçekurfa #gündem #güncel #sondakika #haber #açıklama #basınaçıklaması","Birecik’teki Kavga ile İlgili Valilikten Flaş Açıklama
Birecik'teki Kavga ile İlgili Valilikten Flaş Açıklama
gercekurfa.com",,,,"['şanlıurfa', 'urfa', 'gerçekurfa', 'gündem', 'güncel', 'sondakika', 'haber', 'açıklama', 'basınaçıklaması']"
