username,twhandle,postdate,content,responding,reply,retweet,like
Oyun Günlüğü,@oyungunlugu_,2021-08-01T15:09:46.000Z,"#Haber Hearts of Iron IV Humble Bundle’da indirimde

https://oyungunlugu.com/haber/hearts-of-iron-4-humble-bundleda-indirimde/9304/…

#HumbleBundle #HeartsofIronIV #OyunGünlüğü",,,,
Oyun Günlüğü,@oyungunlugu_,2021-07-29T14:34:58.000Z,"#Haber Ratchet & Clank, Fall Guys’a geliyor

https://oyungunlugu.com/haber/ratchet-clank-fall-guysa-geliyor/9219/…

#FallGuys #OyunGünlüğü #FallGuysRatchetClank",,,,1
TRmotosports,@TRmotosports,2021-07-26T07:18:53.000Z,"#Verstappen, #F1'in IndyCar'a #Benzediği #Yorumlarına #Katılmıyor

-> http://trmotosports.com/verstappen-f1in-indycara-benzedigi-yorumlarina-katilmiyor/?Verstappen%2C+F1%27in+IndyCar%27a+benzedi%C4%9Fi+yorumlar%C4%B1na+kat%C4%B1lm%C4%B1yor… 

#TRmotosports #CanlıYayın #Formula1 #Haber #InIndycar #Izle #Motorsporları #Motorsports #News #Online",,,,
Duygu Timur,@duygutimur,2021-08-01T21:23:14.000Z,"our forests are on fire we need urgent help!!

 #helpturkey #Turkeyisburning #turkiyeyaniyor #PrayForTurkey #coekertmeyanıyor #ManavgatYanıyor #havadanmuedahaleistiyoruz #haber #help",,,,
Niceperson Sweetvoice,@newsvideocenter,2021-07-26T07:42:49.000Z,"""make us rich 
@safemoon
"" 
#safemoon #ShibaSwap #PayMeInDogecoin #NEWS #BSC #SpaceX #ElonMusk #Tesla #haber #XRPCommunity #USDT  #doge #BTC
#safemars #Binance #BNB #BinanceSmartChain
 #NickiMinaj 
@NICKIMINAJ
 @elonmusk
 @TeslaCharging
 @Arabsat
Now İs The Time SAFEMOON..",,,,1
TRmotosports,@TRmotosports,2021-07-27T15:18:28.000Z,"#Resmi: Red #Bull, Verstappen/Hamilton #Olayının #Yeniden #Incelenmesini #Talep #Etti

-> http://trmotosports.com/resmi-red-bull-verstappen-hamilton-olayinin-yeniden-incelenmesini-talep-etti/?Resmi%3A+Red+Bull%2C+Verstappen%2FHamilton+olay%C4%B1n%C4%B1n+yeniden+incelenmesini+talep+etti… 

#TRmotosports #CanlıYayın #F1 #Formula1 #Haber #Izle #Motorsporları #Motorsports #News #Online #Verstappenhamilton",,,,
